animal_id,name,datetime,monthyear,date_of_birth,outcome_type,animal_type,sex_upon_outcome,age_upon_outcome,breed,color,outcome_subtype
A759836,Duque,2019-11-15 17:07:00,2019-11-15T17:07:00.000,2017-07-28T00:00:00.000,Return to Owner,Dog,Neutered Male,2 years,Pit Bull Mix,White,
A799013,,2019-07-08 19:44:00,2019-07-08T19:44:00.000,2016-07-03T00:00:00.000,Transfer,Cat,Unknown,3 years,Domestic Shorthair,Brown Tabby/White,Snr
A742776,*Franzi,2017-02-01 13:09:00,2017-02-01T13:09:00.000,2008-01-27T00:00:00.000,Transfer,Dog,Spayed Female,9 years,Dachshund,Black/Tan,Partner
A726304,Lola,2017-06-23 17:46:00,2017-06-23T17:46:00.000,2015-05-09T00:00:00.000,Adoption,Dog,Spayed Female,2 years,Pointer Mix,White/Brown Brindle,
A715031,Vicky,2015-12-22 14:08:00,2015-12-22T14:08:00.000,2012-10-30T00:00:00.000,Return to Owner,Dog,Spayed Female,3 years,Dachshund Mix,Red/Black,
A729013,,2016-06-29 16:25:00,2016-06-29T16:25:00.000,2016-04-12T00:00:00.000,Adoption,Cat,Neutered Male,2 months,Domestic Shorthair Mix,Blue/White,
A688941,,2014-09-27 09:00:00,2014-09-27T09:00:00.000,2014-05-26T00:00:00.000,Transfer,Cat,Intact Male,4 months,Domestic Shorthair Mix,Brown Tabby,SCRP
A764139,,2017-12-27 17:26:00,2017-12-27T17:26:00.000,2014-12-22T00:00:00.000,Adoption,Dog,Neutered Male,3 years,Yorkshire Terrier/Miniature Schnauzer,Black,
A739086,Jojo,2016-11-27 18:08:00,2016-11-27T18:08:00.000,2014-11-27T00:00:00.000,Euthanasia,Dog,Intact Male,2 years,Labrador Retriever Mix,Brown,Suffering
A748109,,2017-05-10 00:00:00,2017-05-10T00:00:00.000,2016-04-29T00:00:00.000,Transfer,Cat,Neutered Male,1 year,Domestic Shorthair Mix,Brown Tabby/White,Snr
A770986,,2018-04-28 15:10:00,2018-04-28T15:10:00.000,2018-04-13T00:00:00.000,Transfer,Cat,Unknown,2 weeks,Domestic Shorthair Mix,Brown Tabby,Partner
A705062,,2015-06-21 14:24:00,2015-06-21T14:24:00.000,2014-06-12T00:00:00.000,Transfer,Dog,Intact Male,1 year,Pit Bull Mix,Brown/White,Partner
A841248,A841248,2021-09-28 11:33:00,2021-09-28T11:33:00.000,2019-08-24T00:00:00.000,Euthanasia,Dog,Intact Female,2 years,Pit Bull,Blue,Aggressive
A720573,Trixie,2016-03-26 14:41:00,2016-03-26T14:41:00.000,2015-06-12T00:00:00.000,Adoption,Dog,Spayed Female,9 months,American Pit Bull Terrier Mix,Tan/White,
A749464,*Kathy,2017-06-20 17:37:00,2017-06-20T17:37:00.000,2017-04-23T00:00:00.000,Adoption,Cat,Spayed Female,1 month,Domestic Medium Hair Mix,Black,
A675116,*Melinda,2014-05-09 13:00:00,2014-05-09T13:00:00.000,2013-09-23T00:00:00.000,Transfer,Cat,Spayed Female,7 months,Domestic Shorthair Mix,Tortie,Partner
A749737,,2017-05-19 10:19:00,2017-05-19T10:19:00.000,2017-05-18T00:00:00.000,Transfer,Dog,Intact Male,1 day,Chihuahua Shorthair Mix,Black/White,Partner
A839036,*Cranberry,2021-07-26 19:10:00,2021-07-26T19:10:00.000,2019-07-15T00:00:00.000,Adoption,Dog,Spayed Female,2 years,Labrador Retriever,Black,
A687164,Majic,2014-09-05 17:48:00,2014-09-05T17:48:00.000,2011-09-01T00:00:00.000,Adoption,Dog,Neutered Male,3 years,Great Pyrenees/Standard Poodle,White,
A681560,Tutmosis,2014-06-23 11:30:00,2014-06-23T11:30:00.000,2012-06-18T00:00:00.000,Return to Owner,Cat,Neutered Male,2 years,Bombay Mix,Black,
A766541,,2018-02-15 16:20:00,2018-02-15T16:20:00.000,2017-08-11T00:00:00.000,Adoption,Dog,Spayed Female,6 months,Labrador Retriever/Border Collie,Black/White,
A792677,Zeus,2019-04-15 13:03:00,2019-04-15T13:03:00.000,2017-04-13T00:00:00.000,Transfer,Other,Intact Male,2 years,Guinea Pig,Tricolor,Partner
A723980,*Buster,2016-04-14 19:07:00,2016-04-14T19:07:00.000,2016-02-09T00:00:00.000,Adoption,Dog,Neutered Male,2 months,Cairn Terrier Mix,Tan,
A865305,Milo,2023-06-13 17:18:00,2023-06-13T17:18:00.000,2019-09-08T00:00:00.000,Return to Owner,Dog,Neutered Male,3 years,Pit Bull,Blue,
A777958,*Gatlin,2018-08-28 12:42:00,2018-08-28T12:42:00.000,2018-06-10T00:00:00.000,Adoption,Dog,Neutered Male,2 months,Pointer/Chihuahua Longhair,Tricolor,Foster
A778401,,2018-08-14 10:46:00,2018-08-14T10:46:00.000,2017-08-14T00:00:00.000,Euthanasia,Cat,Unknown,1 year,Domestic Shorthair Mix,Calico,Suffering
A736721,*Hayden,2016-10-22 16:01:00,2016-10-22T16:01:00.000,2005-10-16T00:00:00.000,Transfer,Cat,Neutered Male,11 years,Domestic Shorthair Mix,Blue/White,Partner
A582945,Nina,2013-12-17 11:51:00,2013-12-17T11:51:00.000,2006-09-03T00:00:00.000,Adoption,Cat,Spayed Female,7 years,Domestic Shorthair Mix,Brown Tabby,
A798477,,2019-07-01 18:15:00,2019-07-01T18:15:00.000,2019-04-26T00:00:00.000,Adoption,Dog,Neutered Male,2 months,Australian Shepherd/Great Pyrenees,Black/White,
A770568,,2018-06-02 19:25:00,2018-06-02T19:25:00.000,2018-03-21T00:00:00.000,Euthanasia,Cat,Neutered Male,2 months,Domestic Longhair Mix,Blue,Suffering
A669194,,2013-12-16 18:40:00,2013-12-16T18:40:00.000,2013-06-16T00:00:00.000,Euthanasia,Other,Unknown,6 months,Raccoon Mix,Brown,Rabies Risk
A778869,,2018-08-21 16:41:00,2018-08-21T16:41:00.000,2017-08-21T00:00:00.000,Euthanasia,Other,Unknown,1 year,Bat Mix,Brown,
A813055,Rocko,2020-10-16 09:52:00,2020-10-16T09:52:00.000,2018-02-03T00:00:00.000,Adoption,Dog,Neutered Male,2 years,German Shepherd Mix,Tan/Black,Foster
A579608,Max,2014-07-21 12:43:00,2014-07-21T12:43:00.000,2010-06-09T00:00:00.000,Return to Owner,Dog,Neutered Male,4 years,Labrador Retriever Mix,Black/White,
A816680,Stitch,2020-06-02 07:02:00,2020-06-02T07:02:00.000,2010-04-24T00:00:00.000,Adoption,Dog,Spayed Female,10 years,Australian Kelpie Mix,Brown Brindle,Foster
A711723,,2015-09-11 00:00:00,2015-09-11T00:00:00.000,2015-08-28T00:00:00.000,Transfer,Cat,Intact Female,2 weeks,Domestic Shorthair Mix,Brown Tabby,Partner
A576705,Blue,2015-10-23 15:55:00,2015-10-23T15:55:00.000,2010-03-18T00:00:00.000,Adoption,Cat,Neutered Male,5 years,Siamese Mix,Lynx Point,
A763873,*Aparee,2017-12-21 15:53:00,2017-12-21T15:53:00.000,2015-12-17T00:00:00.000,Transfer,Cat,Intact Female,2 years,Domestic Shorthair Mix,Torbie,Partner
A762461,Furiosa,2018-01-20 12:36:00,2018-01-20T12:36:00.000,2015-11-20T00:00:00.000,Return to Owner,Dog,Intact Female,2 years,Great Dane Mix,Tan/Black,
A799907,Chester,2019-07-14 16:20:00,2019-07-14T16:20:00.000,2018-11-14T00:00:00.000,Return to Owner,Dog,Intact Male,7 months,Siberian Husky,Red/Tan,
A798758,Popo,2019-06-30 15:08:00,2019-06-30T15:08:00.000,2017-06-30T00:00:00.000,Return to Owner,Cat,Neutered Male,2 years,Domestic Shorthair,White/Gray,
A829381,Muneca,2021-02-09 17:40:00,2021-02-09T17:40:00.000,2020-04-09T00:00:00.000,Return to Owner,Dog,Intact Female,10 months,German Shepherd,Tan/Black,
A839707,Edith,2021-10-02 18:06:00,2021-10-02T18:06:00.000,2018-07-26T00:00:00.000,Adoption,Dog,Spayed Female,3 years,Staffordshire Mix,Brown/White,
A776411,,2018-07-13 15:53:00,2018-07-13T15:53:00.000,2018-07-06T00:00:00.000,Transfer,Cat,Unknown,1 week,Domestic Shorthair Mix,Brown Tabby,Partner
A882492,June,2023-06-13 17:41:00,2023-06-13T17:41:00.000,2023-01-05T00:00:00.000,Adoption,Dog,Spayed Female,5 months,Labrador Retriever,Tan,
A741183,Scooby,2016-12-29 16:56:00,2016-12-29T16:56:00.000,2016-11-22T00:00:00.000,Return to Owner,Dog,Intact Male,1 month,Cairn Terrier Mix,Tan,
A705805,,2015-06-24 15:15:00,2015-06-24T15:15:00.000,2015-03-30T00:00:00.000,Transfer,Dog,Intact Female,2 months,Labrador Retriever Mix,Black/White,Partner
A859541,A859541,2022-06-20 20:39:00,2022-06-20T20:39:00.000,2022-06-08T00:00:00.000,Died,Dog,Intact Female,1 weeks,German Shepherd Mix,Black/Brown,In Kennel
A686365,Hazel,2014-09-08 11:26:00,2014-09-08T11:26:00.000,2013-10-20T00:00:00.000,Adoption,Dog,Spayed Female,10 months,Carolina Dog,Tan,
A827282,*Pecan,2021-01-30 14:00:00,2021-01-30T14:00:00.000,2018-12-17T00:00:00.000,Adoption,Dog,Neutered Male,2 years,Jack Russell Terrier/Beagle,White/Tan,
A747649,,2017-04-26 17:39:00,2017-04-26T17:39:00.000,2017-02-22T00:00:00.000,Adoption,Cat,Neutered Male,2 months,Domestic Shorthair Mix,White/Orange,
A847273,Brandi,2021-12-03 17:36:00,2021-12-03T17:36:00.000,2017-11-29T00:00:00.000,Return to Owner,Dog,Intact Female,4 years,Jack Russell Terrier Mix,Cream/Brown,
A797222,Maya,2019-06-12 16:21:00,2019-06-12T16:21:00.000,2019-03-12T00:00:00.000,Adoption,Dog,Spayed Female,3 months,Yorkshire Terrier/Toy Poodle,Black/White,
A692520,Peanut Butte,2014-11-25 15:04:00,2014-11-25T15:04:00.000,2013-11-21T00:00:00.000,Transfer,Dog,Intact Male,1 year,Shih Tzu Mix,Buff,Partner
A720975,Moose,2016-02-22 13:18:00,2016-02-22T13:18:00.000,2014-02-18T00:00:00.000,Transfer,Dog,Intact Male,2 years,Shih Tzu Mix,Cream,Partner
A738903,*Mack,2017-01-10 16:03:00,2017-01-10T16:03:00.000,2014-11-23T00:00:00.000,Adoption,Dog,Neutered Male,2 years,Staffordshire Mix,Black Brindle/White,
A708918,,2015-08-05 14:21:00,2015-08-05T14:21:00.000,2009-08-02T00:00:00.000,Transfer,Dog,Intact Male,6 years,Chihuahua Shorthair/Dachshund,Black/Tan,Partner
A752425,*Clark,2017-07-02 16:05:00,2017-07-02T16:05:00.000,2017-04-07T00:00:00.000,Adoption,Cat,Neutered Male,2 months,Domestic Shorthair Mix,Blue Tabby/White,
A722787,,2016-03-22 15:03:00,2016-03-22T15:03:00.000,2013-03-22T00:00:00.000,Euthanasia,Other,Unknown,3 years,Bat Mix,Brown,Rabies Risk
A802011,,2019-08-19 18:46:00,2019-08-19T18:46:00.000,2019-07-25T00:00:00.000,Transfer,Cat,Intact Male,3 weeks,Domestic Shorthair,Black Tabby,Partner
A739496,,2016-12-03 17:25:00,2016-12-03T17:25:00.000,2016-11-11T00:00:00.000,Transfer,Cat,Intact Female,3 weeks,Domestic Longhair Mix,Black/White,Partner
A809493,Theo,2019-11-26 10:35:00,2019-11-26T10:35:00.000,2017-11-25T00:00:00.000,Euthanasia,Other,Unknown,2 years,Chinchilla,Gray,Suffering
A794974,,2019-05-20 18:23:00,2019-05-20T18:23:00.000,2018-05-14T00:00:00.000,Adoption,Dog,Neutered Male,1 year,Jack Russell Terrier,Tricolor/Brown,
A804523,*Maggie 168G,2019-10-09 18:05:00,2019-10-09T18:05:00.000,2019-09-08T00:00:00.000,Transfer,Cat,Intact Female,4 weeks,Domestic Shorthair,Brown Tabby,Partner
A837284,Mimi,2021-06-23 13:55:00,2021-06-23T13:55:00.000,2016-06-02T00:00:00.000,Return to Owner,Dog,Spayed Female,5 years,Cairn Terrier,White,
A713577,Ferguson,2015-10-11 17:10:00,2015-10-11T17:10:00.000,2013-10-09T00:00:00.000,Return to Owner,Dog,Neutered Male,2 years,Cardigan Welsh Corgi Mix,Tricolor,
A788302,Zeus,2019-04-05 18:36:00,2019-04-05T18:36:00.000,2019-01-30T00:00:00.000,Adoption,Dog,Neutered Male,2 months,Labrador Retriever Mix,Tan/White,Foster
A738163,*Bobby,2016-11-18 22:25:00,2016-11-18T22:25:00.000,2014-11-06T00:00:00.000,Adoption,Dog,Neutered Male,2 years,Beagle Mix,Cream/White,
A733547,Serenity,2016-08-27 17:02:00,2016-08-27T17:02:00.000,2016-06-23T00:00:00.000,Adoption,Dog,Spayed Female,2 months,German Shepherd Mix,Black/Tan,
A821808,,2020-08-21 11:30:00,2020-08-21T11:30:00.000,2018-08-19T00:00:00.000,Transfer,Cat,Intact Female,2 years,Domestic Shorthair,Tortie,Partner
A669594,*Bunny,2014-01-21 18:34:00,2014-01-21T18:34:00.000,2013-11-23T00:00:00.000,Adoption,Cat,Spayed Female,1 month,Domestic Medium Hair Mix,Black,Foster
A818339,Scurvy,2020-08-14 00:00:00,2020-08-14T00:00:00.000,2017-06-05T00:00:00.000,Adoption,Cat,Neutered Male,3 years,Domestic Shorthair,Brown Tabby/White,
A790471,,2019-03-11 16:12:00,2019-03-11T16:12:00.000,2016-03-11T00:00:00.000,Transfer,Cat,Neutered Male,3 years,Domestic Medium Hair,Blue/White,Partner
A705991,,2015-06-23 14:15:00,2015-06-23T14:15:00.000,2015-06-08T00:00:00.000,Transfer,Cat,Unknown,2 weeks,Domestic Shorthair Mix,Black/White,Partner
A734034,,2016-09-04 17:44:00,2016-09-04T17:44:00.000,2016-05-01T00:00:00.000,Adoption,Cat,Neutered Male,4 months,Domestic Shorthair Mix,Orange Tabby,
A739413,,2016-12-12 16:05:00,2016-12-12T16:05:00.000,2015-12-02T00:00:00.000,Transfer,Cat,Spayed Female,1 year,Domestic Shorthair Mix,Seal Point/Gray,SCRP
A740783,Sara,2016-12-31 15:54:00,2016-12-31T15:54:00.000,2015-12-22T00:00:00.000,Adoption,Dog,Spayed Female,1 year,Dalmatian/Labrador Retriever,White,
A704239,Buddy,2015-06-09 18:37:00,2015-06-09T18:37:00.000,2014-06-02T00:00:00.000,Adoption,Dog,Neutered Male,1 year,Labrador Retriever Mix,Black/White,
A838402,Ginger,2021-07-20 16:15:00,2021-07-20T16:15:00.000,2021-03-31T00:00:00.000,Adoption,Cat,Spayed Female,3 months,Domestic Shorthair,Torbie/White,
A773427,Fluff,2018-06-13 16:32:00,2018-06-13T16:32:00.000,2016-05-31T00:00:00.000,Transfer,Cat,Spayed Female,2 years,Domestic Longhair Mix,Black,Partner
A800418,Walter,2019-07-24 16:15:00,2019-07-24T16:15:00.000,2017-07-20T00:00:00.000,Adoption,Dog,Neutered Male,2 years,Jack Russell Terrier,White/Tricolor,
A562564,Goliath,2014-07-25 11:31:00,2014-07-25T11:31:00.000,2005-12-09T00:00:00.000,Return to Owner,Dog,Neutered Male,8 years,Australian Shepherd Mix,Tricolor,
A776528,Raiden,2018-07-23 17:40:00,2018-07-23T17:40:00.000,2017-07-15T00:00:00.000,Adoption,Dog,Neutered Male,1 year,Boxer Mix,White/Tan,
A785490,Charlie,2018-12-04 11:18:00,2018-12-04T11:18:00.000,2017-12-04T00:00:00.000,Return to Owner,Dog,Intact Male,1 year,Yorkshire Terrier,Silver/Tan,
A741019,Pumpkin,2016-12-27 19:15:00,2016-12-27T19:15:00.000,2014-12-26T00:00:00.000,Return to Owner,Dog,Spayed Female,2 years,American Bulldog Mix,White/Tan,
A813630,Kobe,2020-02-18 17:32:00,2020-02-18T17:32:00.000,2019-12-14T00:00:00.000,Adoption,Dog,Spayed Female,2 months,Dachshund/Chihuahua Shorthair,Tan/White,
A789369,Precious,2019-04-09 14:15:00,2019-04-09T14:15:00.000,2009-03-03T00:00:00.000,Transfer,Cat,Spayed Female,10 years,Domestic Shorthair Mix,Brown Tabby/White,Partner
A736952,,2016-10-21 10:41:00,2016-10-21T10:41:00.000,2015-10-20T00:00:00.000,Euthanasia,Other,Unknown,1 year,Raccoon Mix,Gray,Rabies Risk
A810294,Canelo,2021-04-30 17:47:00,2021-04-30T17:47:00.000,2019-04-10T00:00:00.000,Return to Owner,Dog,Intact Male,2 years,Pit Bull/Chinese Sharpei,Brown/White,
A796246,,2019-06-01 15:16:00,2019-06-01T15:16:00.000,2019-03-30T00:00:00.000,Transfer,Cat,Intact Male,2 months,Domestic Shorthair,Brown Tabby,Partner
A851070,*Grady,2022-02-15 15:05:00,2022-02-15T15:05:00.000,2015-02-05T00:00:00.000,Adoption,Dog,Neutered Male,7 years,Labrador Retriever Mix,Silver,Foster
A819058,,2020-06-25 14:46:00,2020-06-25T14:46:00.000,2015-06-21T00:00:00.000,Transfer,Dog,Intact Female,5 years,Yorkshire Terrier/Chihuahua Shorthair,Cream,Partner
A824299,*Sakura,2021-01-29 11:40:00,2021-01-29T11:40:00.000,2019-10-10T00:00:00.000,Adoption,Cat,Spayed Female,1 year,Domestic Shorthair Mix,Brown Tabby,Foster
A672968,,2014-02-19 10:25:00,2014-02-19T10:25:00.000,2011-02-18T00:00:00.000,Euthanasia,Other,Unknown,3 years,Bat Mix,Brown,Rabies Risk
A809173,,2019-11-24 10:20:00,2019-11-24T10:20:00.000,2018-11-20T00:00:00.000,Transfer,Cat,Intact Male,1 year,Domestic Shorthair,Brown Tabby,Snr
A762192,,2017-11-18 19:09:00,2017-11-18T19:09:00.000,2017-08-15T00:00:00.000,Transfer,Cat,Intact Male,3 months,Domestic Shorthair Mix,Gray Tabby/White,Snr
A667475,*Lovie,2013-12-17 17:08:00,2013-12-17T17:08:00.000,2008-11-30T00:00:00.000,Adoption,Cat,Spayed Female,5 years,Domestic Shorthair Mix,Brown Tabby/White,
A620178,*Melody,2014-08-10 12:48:00,2014-08-10T12:48:00.000,2010-02-14T00:00:00.000,Adoption,Dog,Spayed Female,4 years,Dogue De Bordeaux Mix,Brown/White,
A824740,,2020-12-18 07:55:00,2020-12-18T07:55:00.000,2020-09-15T00:00:00.000,Adoption,Cat,Spayed Female,3 months,Domestic Shorthair Mix,Orange Tabby/White,Foster
A755005,,2017-07-27 19:00:00,2017-07-27T19:00:00.000,2017-07-24T00:00:00.000,Transfer,Cat,Unknown,3 days,Domestic Shorthair Mix,Orange Tabby,Partner
A766628,Indison Jame,2018-02-18 15:21:00,2018-02-18T15:21:00.000,2016-02-13T00:00:00.000,Adoption,Cat,Neutered Male,2 years,Domestic Shorthair Mix,Orange Tabby/White,
A780901,*Padfoot,2019-06-23 19:01:00,2019-06-23T19:01:00.000,2016-09-21T00:00:00.000,Adoption,Dog,Neutered Male,2 years,Pit Bull Mix,Blue/White,
A783322,*Flynn,2018-11-04 15:39:00,2018-11-04T15:39:00.000,2015-10-29T00:00:00.000,Adoption,Cat,Neutered Male,3 years,Domestic Shorthair Mix,Blue Tabby,
A788866,,2019-02-15 12:02:00,2019-02-15T12:02:00.000,2019-12-06T00:00:00.000,Adoption,Dog,Neutered Male,0 years,German Shepherd/Catahoula,Black Brindle,
A691708,,2014-11-09 09:00:00,2014-11-09T09:00:00.000,2014-08-01T00:00:00.000,Transfer,Cat,Intact Female,3 months,Domestic Shorthair Mix,Brown Tabby/White,SCRP
A686923,,2014-09-02 17:42:00,2014-09-02T17:42:00.000,2011-08-29T00:00:00.000,Adoption,Dog,Spayed Female,3 years,Dachshund Mix,Red,
A779187,Duke,2018-11-02 11:40:00,2018-11-02T11:40:00.000,2011-08-27T00:00:00.000,Transfer,Dog,Intact Male,7 years,Great Dane Mix,Brown/Tricolor,Partner
A862540,Zamazenta,2022-08-04 18:12:00,2022-08-04T18:12:00.000,2022-03-27T00:00:00.000,Rto-Adopt,Dog,Neutered Male,4 months,Pit Bull,Brown,
A778113,,2018-08-09 17:36:00,2018-08-09T17:36:00.000,2017-08-08T00:00:00.000,Transfer,Cat,Intact Female,1 year,Domestic Shorthair Mix,Black,Partner
A754434,,2017-07-24 17:22:00,2017-07-24T17:22:00.000,2016-07-20T00:00:00.000,Adoption,Dog,Neutered Male,1 year,Border Collie Mix,Black/White,
A763747,*Louise,2017-12-21 18:41:00,2017-12-21T18:41:00.000,2016-06-15T00:00:00.000,Adoption,Cat,Spayed Female,1 year,Domestic Shorthair Mix,Gray/White,
A733608,*Suzy,2016-08-28 17:03:00,2016-08-28T17:03:00.000,2015-08-24T00:00:00.000,Adoption,Dog,Spayed Female,1 year,Pit Bull Mix,Blue/White,
A878874,A878874,2023-04-22 10:44:00,2023-04-22T10:44:00.000,2022-04-18T00:00:00.000,Died,Bird,Unknown,1 year,Parakeet,Green,In Kennel
A726944,*Sweet Pea,2016-06-08 00:00:00,2016-06-08T00:00:00.000,2006-05-16T00:00:00.000,Transfer,Dog,Intact Female,10 years,Labrador Retriever Mix,Black,Partner
A668178,*Owen,2014-01-02 18:37:00,2014-01-02T18:37:00.000,2013-11-09T00:00:00.000,Adoption,Cat,Neutered Male,1 month,Domestic Shorthair Mix,Blue,Foster
A784785,Beau Beau,2019-03-15 14:30:00,2019-03-15T14:30:00.000,2016-11-20T00:00:00.000,Return to Owner,Dog,Intact Male,2 years,Australian Kelpie Mix,Black,
A680187,,2014-05-30 17:29:00,2014-05-30T17:29:00.000,2013-12-15T00:00:00.000,Transfer,Dog,Intact Male,5 months,Miniature Poodle Mix,White,Partner
A809376,Pippa,2019-11-30 16:18:00,2019-11-30T16:18:00.000,2018-11-23T00:00:00.000,Adoption,Dog,Spayed Female,1 year,American Pit Bull Terrier Mix,White/Black,
A741751,*Terrence,2017-01-11 13:30:00,2017-01-11T13:30:00.000,2015-01-07T00:00:00.000,Transfer,Cat,Neutered Male,2 years,Domestic Shorthair Mix,Brown Tabby,Partner
A787270,*Monty,2019-01-28 15:39:00,2019-01-28T15:39:00.000,2018-06-04T00:00:00.000,Transfer,Cat,Intact Male,7 months,Domestic Shorthair Mix,Black Tabby/White,Partner
A676006,*Allie,2014-06-03 12:02:00,2014-06-03T12:02:00.000,2009-04-03T00:00:00.000,Adoption,Dog,Spayed Female,5 years,Chihuahua Shorthair/Pug,Brown,
A757510,,2017-09-09 12:43:00,2017-09-09T12:43:00.000,2017-05-03T00:00:00.000,Adoption,Dog,Neutered Male,4 months,Greyhound Mix,Brown Brindle/White,Offsite
A702403,Harvey,2015-06-14 12:57:00,2015-06-14T12:57:00.000,2015-04-06T00:00:00.000,Adoption,Cat,Neutered Male,2 months,Domestic Shorthair Mix,Black,
A732061,*Otto,2018-01-28 17:50:00,2018-01-28T17:50:00.000,2014-08-01T00:00:00.000,Adoption,Cat,Neutered Male,3 years,Domestic Medium Hair Mix,Brown Tabby/White,
A840112,Cuddle Bug,2021-08-11 12:49:00,2021-08-11T12:49:00.000,2013-04-02T00:00:00.000,Adoption,Cat,Neutered Male,8 years,Domestic Shorthair Mix,Blue/White,
A814266,Lily,2020-09-25 13:55:00,2020-09-25T13:55:00.000,2019-12-08T00:00:00.000,Return to Owner,Dog,Spayed Female,9 months,Chihuahua Shorthair/Dachshund,Brown/Tan,
A873968,Homegirl,2023-02-04 11:11:00,2023-02-04T11:11:00.000,2021-08-04T00:00:00.000,Return to Owner,Dog,Intact Female,1 year,Bluetick Hound Mix,Blue Tick,
A733502,*Sanya,2017-01-29 15:08:00,2017-01-29T15:08:00.000,2016-06-22T00:00:00.000,Adoption,Cat,Spayed Female,7 months,Domestic Medium Hair Mix,Black,
A724370,Chewbacca,2016-04-20 17:09:00,2016-04-20T17:09:00.000,2015-04-16T00:00:00.000,Return to Owner,Dog,Neutered Male,1 year,Shih Tzu Mix,Tan,
A755635,*Zorro,2017-08-14 16:11:00,2017-08-14T16:11:00.000,2016-10-06T00:00:00.000,Transfer,Dog,Neutered Male,10 months,Labrador Retriever/Jack Russell Terrier,Yellow/White,Partner
A652862,Ace Hunter,2019-09-27 06:44:00,2019-09-27T06:44:00.000,2013-03-01T00:00:00.000,Adoption,Dog,Neutered Male,6 years,Pointer Mix,White/Red Tick,Foster
A802238,,2019-08-19 11:59:00,2019-08-19T11:59:00.000,2017-08-15T00:00:00.000,Transfer,Cat,Intact Male,2 years,Domestic Shorthair,Cream Tabby/White,Snr
A781464,Panther,2018-10-10 18:03:00,2018-10-10T18:03:00.000,2011-09-30T00:00:00.000,Died,Cat,Neutered Male,7 years,Domestic Shorthair Mix,Blue,In Kennel
A723402,Grendle,2016-04-11 12:16:00,2016-04-11T12:16:00.000,2004-03-31T00:00:00.000,Return to Owner,Dog,Spayed Female,12 years,Catahoula Mix,Tricolor,
A752358,Juno,2017-06-27 16:50:00,2017-06-27T16:50:00.000,2017-04-21T00:00:00.000,Adoption,Cat,Spayed Female,2 months,Domestic Shorthair Mix,Calico,
A690574,Sugar,2014-10-23 18:56:00,2014-10-23T18:56:00.000,2005-06-12T00:00:00.000,Return to Owner,Dog,Spayed Female,9 years,Pointer,Brown Brindle/White,
A709678,Princess,2015-08-14 11:20:00,2015-08-14T11:20:00.000,2015-02-12T00:00:00.000,Return to Owner,Dog,Spayed Female,6 months,Australian Cattle Dog/Pembroke Welsh Corgi,Tan/White,
A832994,,2021-04-26 12:40:00,2021-04-26T12:40:00.000,2020-03-22T00:00:00.000,Transfer,Dog,Intact Male,1 year,Cairn Terrier Mix,Gray/White,Partner
A819091,Rooster,2020-06-23 11:25:00,2020-06-23T11:25:00.000,2019-06-22T00:00:00.000,Transfer,Dog,Intact Male,1 year,Chihuahua Shorthair,Fawn,Partner
A777939,,2018-08-09 13:37:00,2018-08-09T13:37:00.000,2017-08-06T00:00:00.000,Transfer,Cat,Spayed Female,1 year,Domestic Shorthair Mix,Tortie,Partner
A775716,,2018-08-07 15:43:00,2018-08-07T15:43:00.000,2018-07-02T00:00:00.000,Transfer,Cat,Intact Male,1 month,Domestic Shorthair Mix,Brown Tabby,Partner
A791462,Zeus,2019-04-04 18:26:00,2019-04-04T18:26:00.000,2017-03-26T00:00:00.000,Adoption,Dog,Neutered Male,2 years,Boxer,Tan/White,
A787654,Pepper,2019-03-11 00:00:00,2019-03-11T00:00:00.000,2017-01-17T00:00:00.000,Transfer,Cat,Neutered Male,2 years,Domestic Shorthair Mix,Brown Tabby/White,Partner
A738333,Lady Bug,2016-11-15 00:00:00,2016-11-15T00:00:00.000,2012-11-13T00:00:00.000,Transfer,Dog,Spayed Female,4 years,Basset Hound/Pointer,Chocolate/White,Partner
A715154,,2015-11-01 13:43:00,2015-11-01T13:43:00.000,2015-10-17T00:00:00.000,Transfer,Cat,Intact Male,2 weeks,Domestic Shorthair Mix,Black,Partner
A738370,*Ava,2016-11-18 11:42:00,2016-11-18T11:42:00.000,2009-11-13T00:00:00.000,Adoption,Dog,Spayed Female,7 years,Schipperke Mix,Black,
A753537,Bronx,2021-06-26 13:42:00,2021-06-26T13:42:00.000,2017-06-14T00:00:00.000,Adoption,Cat,Neutered Male,4 years,Domestic Shorthair Mix,Brown Tabby/White,
A732797,Roxy,2016-08-17 17:49:00,2016-08-17T17:49:00.000,2016-05-22T00:00:00.000,Adoption,Dog,Spayed Female,2 months,Pit Bull Mix,Blue/White,
A631093,Chugar,2018-09-02 16:23:00,2018-09-02T16:23:00.000,2012-02-01T00:00:00.000,Adoption,Dog,Spayed Female,6 years,Pit Bull Mix,White/Brown,
A828663,*Dutch,2021-03-11 13:49:00,2021-03-11T13:49:00.000,2019-01-22T00:00:00.000,Adoption,Dog,Neutered Male,2 years,German Shepherd Mix,Brown,
A743072,Daisy,2017-02-07 17:02:00,2017-02-07T17:02:00.000,2013-02-03T00:00:00.000,Transfer,Dog,Intact Female,4 years,Chihuahua Shorthair Mix,Tan/White,Partner
A709084,Mr. Softie,2015-09-01 17:51:00,2015-09-01T17:51:00.000,2008-08-04T00:00:00.000,Transfer,Cat,Neutered Male,7 years,Domestic Shorthair Mix,Blue,Partner
